"id","balancete","codigo","name","description","created_at","updated_at","deleted_at","danger_level"
"27","16","30.16.1397","LIVRO ATA, MATERIAL PAPEL SULFITE, 100 FOLHAS (GRAMATURA 75 G/M² E TAMANHO A4), CAPA DURA, COSTURADO, FOLHAS PAUTADAS E NUMERADAS.",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"28","16","30.16.1398","LIVRO PROTOCOLO, MATERIAL PAPEL OFF-SET, 100 FLS, 230X170MM, CAPA DURA, COSTURADO, FOLHAS PAUTADAS E NUMERADAS, MATERIAL CAPA PAPELÃO, GRAMATURA FOLHAS 54 G/M².",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"29","16","30.16.1399","LIVRO REGISTRO DE CERTIFICADO, 200 FL, LEGISLAÇÃO VIGENTE, TERMO DE ABERTURA E ENCERRAMENTO P/ REGISTRO JUNTO AOS ÓRGÃOS COMPETENTES, FORMATO VERTICAL 22 X 32 CM, NUMERADO DE 01 A 400, PAPEL BRANCO, 63g, IMPRESSÃO OFFSET, CAPA PRETA CARTONADA 240g.",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"30","16","30.16.1403","COLA, COMPOSIÇÃO POLIVINIL ACETATO- PVA, COR BRANCA, APLICAÇÃO PAPEL, TIPO PASTOSA, BISNAGA DE 90g",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"31","16","30.16.1405","TESOURA, MATERIAL AÇO INOX, COMPRIMENTO 11CM, CABO PLÁSTICO, SEM PONTA.",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"32","16","30.16.1409","PINCEL DESENHO, MATERIAL CABO MADEIRA, TIPO PONTA CHATO, MATERIAL CERDA PELO ANIMAL, TAMANHO 10",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"33","16","30.16.1417","FITA ADESIVA, MATERIAL POLIPROPILENO, TIPO MONOFACE, LARGURA 12 MM, COMPRIMENTO 10 M, COR AZUL, APLICAÇÃO MULTIUSO",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"34","16","30.16.1418","FITA ADESIVA, MATERIAL POLIPROFILENO, TIPO MONOFACE, LARGURA 12 MM, COMPRIMENTO 10 M, COR VERMELHA, APLICAÇÃO MULTIUSO",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"35","16","30.16.1419","FITA ADESIVA, MATERIAL POLIPROFILENO,, TIPO MONOFACE, LARGURA 12 MM, COMPRIMENTO 10 M, COR AMARELA, APLICAÇÃO MULTIUSO",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"36","16","30.16.1420","FITA ADESIVA, MATERIAL POLIPROFILENO, TIPO MONOFACE, LARGURA 12 MM, COMPRIMENTO 10 M, COR VERDE, APLICAÇÃO MULTIUSO",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"37","16","30.16.1421","APONTADOR LÁPIS, MATERIAL METAL E PLÁSTICO, TIPO ESCOLAR, COM DEPÓSITO.",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"38","16","30.16.1422","BLOCO RECADO, MATERIAL PAPEL RECICLADO,AUTO-ADESIVO, COR NATURAL, 76X102 MM, 100 FOLHAS",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"39","16","30.16.1423","BORRACHA APAGADORA ESCRITA, 56X33X11MM, COR BRANCA, C/ CAPA PLÁSTICA PROTETORA",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"40","16","30.16.1424","CANETA ESFEROGRÁFICA, MATERIAL PLÁSTICO, TINTA PRETA, MATERIAL PONTA LATÃO COM ESFERA TUNGSTÊNIO, TIPO ESCRITA MÉDIA, TRANSPARENTE E COM ORIFÍCIO LATERAL",,"2022-03-01 06:11:10","2022-03-01 06:11:10",NULL,"0"
"41","16","30.16.1425","CANETA ESFEROGRÁFICA, MATERIAL PLÁSTICO, TINTA VERMELHA, MATERIAL PNTA LATÃO COM ESFERA DE TUNGSTÊNIO, TIPO ESCRITA MÉDIA, TRANSPARENTE E COM ORIFÍCIO LATERAL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"42","16","30.16.1426","CANETA ESFEROGRÁFICA, MATERIAL PLÁSTICO, TINTA AZUL, MATERIAL PONTA LATÃO COM ESFERA DE TUNGSTÊNIO, TIPO ESCRITA MÉDIA, TRANSPARENTE E COM ORIFÍCIO LATERAL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"43","16","30.16.1427","CANETA MARCA-TEXTO, MATERIAL PLÁSTICO, TIPO PONTA FLUORESCENTE, COR AMARELA, TRAÇO 5MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"44","16","30.16.1429","ENVELOPE, MATERIAL PAPEL OFF-SET FL, GRAMATURA 90 G/M2, TIPO SACO COMUM, COMPRIMENTO 229 MM,C OR BRANCA, SEM IMPRESSÃO, LARGURA 114 MM, MODELO OFICIO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"45","16","30.16.1430","ENVELOPE, MATERIAL PAPEL APERGAMINHADO, GRAMATURA 90 G/M2, TIPO OFICIO, COMPRIMENTO 229 MM, COR BRANCA, LARGURA 114 MM, APLICAÇÃO CORRESPONDÊNCIA, CARACT. ADICIONAIS 1 TIMBRADO, CONFORME MODELO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"46","16","30.16.1434","LÁPIS PRETO, CORPO MADEIRA, DIÂMETRO CARGA 2MM, DUREZA CARGA 2 B, SEM BORRACHA APAGADORA, MATERIAL CARGA GRAFITE.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"47","16","30.16.1435","LAPISEIRA,MATERIAL PLÁSTICO,DIÂMETRO CARGA 0,5MM,CARACTERÍSTICAS ADICIONAIS C/PRENDEDOR, PONTA E ACIONADOR DE METAL C/BORRACHA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"48","16","30.16.1436","LAPISEIRA, MATERIAL PLÁSTICO, DIÂMETRO CARGA 0,7MM, CARACTERÍSTICAS ADICIONAIS COM PREENDEDOR, PONTA E ACIONADOR DE METAL COM BORRACHA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"49","16","30.16.1437","MINA GRAFITE, DIÂMETRO 0,50 MM, COMPRIMENTO 60 MM, DUREZA HB",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"50","16","30.16.1438","MINA GRAFITE, DIÂMETRO 0,70 MM, COMPRIMENTO 60MM, DUREZA HB",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"51","16","30.16.1439","MINA GRAFITE, DIÂMETRO 0,90 MM, COMPRIMENTO 60 MM, DUREZA HB",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"52","16","30.16.1440","PINCEL MARCADOR PERMANENTE CD, MATERIAL PLÁSTICO, TIPO PONTA POLIÉSTER, COR TINTA AZUL, CARACTERÍSTICAS ADICIONAIS PONTA 2MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"53","16","30.16.1441","PINCEL MARCADOR PERMANENTE CD, MATERIAL PLÁSTICO, TIPO PONTA POLIÉSTER, COR TINTA PRETA, CARACTERÍSTICAS ADICIONAIS PONTA 2MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"54","16","30.16.1442","MARCADOR PÁGINA, MATERIAL FILME DE POLIÉSTER E ADESIVO ACRÍLICO, COR DIVERSAS, LARGURA 22 MM, COMPRIMENTO 43 MM, CARACTERÍSTICAS ADICIONAIS REPOSICIONÁVEL, REUTILIZÁVEL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"55","16","30.16.1443","CAIXA CORRESPONDÊNCIA, MATERIAL ACRÍLICO, COR FUMÊ, TIPO TRIPLA, LARGURA 255 MM, ALTURA 185 MM, CARACTERÍSTICAS ADICIONAIS COM INCLINAÇÃO ENTRE AS BANDEJAS, PROFUNDIDADE 255 MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"56","16","30.16.1444","CAIXA CORRESPONDÊNCIA, MATERIAL ACRÍLICO, COR FUMÊ, TIPO DUPLA, COMPRIMENTO 370 MM, LARGURA 255 MM, ALTURA 180 MM, CARACTERÍSTICAS ADICIONAIS COM INCLINAÇÃO ENTRE AS BANDEJAS",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"57","16","30.16.1445","CAIXA CORRESPONDÊNCIA, MATERIAL ACRÍLICO, COR FUMÊ, TIPO SIMPLES, COMPRIMENTO 370 MM, LARGURA 255 MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"58","16","30.16.1446","PAPEL A4 ALCALINO, GRAMATURA 75 G/M2, COR AZUL, C/ 100 FL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"59","16","30.16.1453","PAPEL MANTEIGA, MATERIAL CELULOSE VEGETAL, 40 G/M2, 297 X 210 MM, FORMATO A4, APLICAÇÃO DESENHO TÉCNICO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"60","16","30.16.1456","PAPEL MANTEIGA, MATERIAL CELULOSE VEGETAL, 40 G/M2, 420 X 297 MM, FORMATO A3, APLICAÇÃO DESENHO TÉCNICO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"61","16","30.16.1459","PAPEL CELOFANE, 100 X 86 CM, COR AZUL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"62","16","30.16.1460","PAPEL COLOR SET (BRANCA) - 66 X 48 CM, 120 G/M2, APLICAÇÃO CONFECÇÃO DE CARTAZES, C/ 20 FL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"63","16","30.16.1481","GRAMPO TRILHO ENCADERNADOR, POLIPROPILENO, COMPRIMENTO 195 MM, TIPO GARRA, LARGURA 50 MM, COR BRANCA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"64","16","30.16.1506","CORRETIVO LÍQUIDO, MATERIAL BASE D'ÁGUA, SECAGEM RÁPIDA, APRESENTAÇÃO FRASCO, APLICAÇÃO PAPEL COMUM ML, VOLUME 18ML",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"65","16","30.16.1511","COLA, COMPOSIÇÃO POLÍMERO DE ACETATO DE POLIVINILA E ADITIVOS, COR VARIADA, COM APLICADOR, NÃO TÓXICA, SOLÚVEL EM ÁGUA, TIPO GLITTER.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"66","16","30.16.1523","SACO DOCUMENTO, MATERIAL PLÁSTICO TRANSPARENTE, CAPACIDADE FOLHAS 40 FL, COMPRIMENTO 330 MM, LARGURA 240 MM, NÚMERO FUROS SEM FUROS. PACOTE COM 50 UN.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"67","16","30.16.1539","CARIMBO DATADOR AUTOMÁTICO R 24 REDONDO 5X8MM MARCA NYLON",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"68","16","30.16.1582","COPO DESCARTÁVEL 80 ml. Caixa c/ 2500 copos divididos em 25 sacolas com 100 unidades",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"69","16","30.16.1610","FITA ADESIVA, MATERIAL CREPE, TIPO MONOFACE, LARGURA 50MM, COMPRIMENTO 50M, COR BRANCA, APLICAÇÃO MULTIUSO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"70","16","30.16.1619","TESOURA COSTURA, MATERIAL AÇO INOXIDÁVEL, TAMANHO 8,5 POL, COMPRIMENTO 21 CM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"71","16","30.16.1620","CADERNO UNIVERSITÁRIO, APRESENTAÇÃO ESPIRAL, 200 FLS, MATERIAL CELULOSE VEGETAL, MATERIAL CAPA PAPELÃO, 280X205MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"72","16","30.16.1621","PAPEL A4, MATERIAL PAPEL ALCALINO, COMPRIMENTO 297MM, LARGURA 210MM, APLICAÇÃO IMPRESSORA LASER E JATO DE TINTA, GRAMATURA 75 G/M2, COR BRANCA MARCA: One.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"73","16","30.16.1661","PILHA, TAMANHO PEQUENA, ALCALINA, AA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"74","16","30.16.1662","PILHA, TAMANHO PEQUENA, ALCALINA, AAA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"75","16","30.16.1694","PAPEL A4, MATERIAL PAPEL ALCALINO, COMPRIMENTO 297MM, LARGURA 210MM, GRAMATURA 75 G/M2, COR BRANCA",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"76","16","30.16.181","CLIPE, TAMANHO 8/0, MATERIAL METAL, FORMATO PARALELO, CAIXA COM 25 UN.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"77","16","30.16.1841","CANETA DESENHO ARQUITETONICO, MATERIAL CORPO PLASTICO, PONTA NAÍLON, CORPO CILINDRICO 10MM, CARGA 0,10MM, 14CM, BASE D'AGUA E PIGMENTO NANQUIM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"78","16","30.16.1899","CARIMBO, 18X47 MM, FORMATO RETÂNGULAR, AUTO-ENTINTADO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"79","16","30.16.1901","CARIMBO, 37X76 MM, FORMATO RETANGULAR, AUTO-ENTINTADO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"80","16","30.16.1902","CARIMBO, 20 MM DIÂMETRO, FORMATO REDONDO, AUTO-ENTINTADO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"81","16","30.16.1951","FITA ADESIVA, MATERIAL ESPUMA ACRÍLICA, TIPO DUPLA FACE, LARGURA 24 MM, COMPRIMENTO 1,5 M, ALTA RESISTÊNCIA A VARIAÇÕES CLIMÁTICAS [16] MATERIAL DE EXPEDIENTE.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"82","16","30.16.1954","BARBANTE ALGODÃO, QUANTIDADE FIOS 6 UNIDADES, ACABAMENTO SUPERFICIAL CRU.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"83","16","30.16.1957","PASTA ARQUIVO, MATERIAL PLÁSTICO, TIPO SUSPENSA.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"84","16","30.16.1989","Caneta corretiva. Marca: Master.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"85","16","30.16.1997","Fita sinalização, material plástico, largura 70 mm, cor preta e amarela, aplicação sinalização de advertência, características adicionais formato cores em diagonal, zebrada.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"86","16","30.16.2019","Pistola aplicadora de cola quente. Bivoltagem: 110/220 V; 40 Watts; ponta com isolante térmico; para refil de 11 a 12 mm de diâmetro. Marca: Jocar.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"87","16","30.16.2036","Cola aplicação papel, características adicionais atóxica, sem glicerina, tipo bastão, marca leo.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"88","16","30.16.2038","Disco compacto, CD/DVD, tipo regravável/ DVD - RW, características adicionais monoface, capacidade DVD ROM 4,7 GB, Marca elgin.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"89","16","30.16.2042","Cinta elástica, material algodão e polipropileno, forma circular, largura 4 cm, diâmetro 55cm, cor branca aplicação unir processo. Marca olimpia.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"90","16","30.16.2045","EXTRATOR GRAMPO, MATERIAL AÇO, TIPO ESPÁTULA, TRATAMENTO SUPERFICIAL CROMADO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"91","16","30.16.2047","CLIPE, TAMANHO 6/0, MATERIAL METAL, FORMATO PARALELO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"92","16","30.16.2048","CLIPE, TAMANHO 8/0, MATERIAL METAL, FORMATO PARALELO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"93","16","30.16.2050","PINCEL MARCADOR PERMANENTE CD, MATERIAL PLÁSTICO, TIPO PONTA POLIÉSTER, COR TINTA VERMELHA, CARACTERÍSTICAS ADICIONAIS PONTA 2MM",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"94","16","30.16.2061","Calculadora eletrônica de mesa, com 12 dígitos, alimentação com bateria HR1130 ou célula solar. Marca: Kenko.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"95","16","30.16.2077","Grampo, grampeador, material metal, tratamento superficial niquelado, tamanho 26/6, Marca Jocar.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"96","16","30.16.2078","Grampeador, tratamento superficial pintado, material metal, tipo mesa, capacidade 20 FL, aplicação papel,",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"97","16","30.16.2083","CANETA MARCA-TEXTO, COR AZUL",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"98","16","30.16.2085","CALCULADORA ELETRÔNICA DE BOLSO 8 DÍGITOS. POSSUI VISOR DE LCD, CALCULA RAIZ QUADRADA, PORCENTAGEM, ALÉM DAS QUATRO OPERAÇÕES BÁSICAS. POSSUI MEMÓRIA DE DESLIGAMENTO AUTOMÁTICO, COM FUNCIONAMENTO A PILHA AA OU AAA 1,5V ENERGIA SOLAR",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"99","16","30.16.2097","COPO DESCARTÁVEL, CAPACIDADE 50 ml, APLICAÇÃO CAFÉ, PACOTE C/ 100 UNIDADES.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"100","16","30.16.2137","PASTA ARQUIVO, MATERIAL PAPELÃO PRENSADO, TIPO AZ, LOMBADA 85 MM (LARGA).",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"101","16","30.16.2138","Etiqueta autoadesiva, cor branca, medidas: 25,4 x 101,6 mm, 20 etiquetas por folha. Caixa c/ 100 folhas, total de 2000 etiquetas.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"102","16","30.16.2139","PRANCHETA, MATERIAL ACRÍLICO, COMPRIMENTO 350 mm, LARGURA 250 mm, COR FUMÊ, COM PRENDEDOR PLÁSTICO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"103","16","30.16.2141","Ponta refil p/ pincel quadro branco, ponta de acrílico 6,0 mm, espessura da escrita 2,0 mm, ponta redonda, pacote c/ 3 unidades.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"104","16","30.16.2143","Garrafa térmica de pressão 1 L.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"105","16","30.16.2158","TINTA GUACHE COR: AMARELA.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"106","16","30.16.2159","TINTA GUACHE COR: VERMELHO",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"107","16","30.16.2160","TINTA GUACHE COR: VERDE",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"108","16","30.16.2191","ETIQUETA ADESIVA, MATERIAL PAPEL, COR BRANCO FOSCO, APLICAÇÃO CD-ROM, REDONDO, DIÂMETRO 116 MM, CAIXA COM 50 UNIDADES.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"109","16","30.16.2193","FITA ADESIVA, MATERIAL CREPE, TIPO MONOFACE, LARGURA 25 MM, COMPRIMENTO 50 M, COR BRANCA, APLICAÇÃO MULTIUSO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"110","16","30.16.2194","FITA ADESIVA, MATERIAL POLIPROPILENO TRANSPARENTE, TIPO MONOFACE, LARGURA 25 MM, COMPRIMENTO 50 M, INCOLOR, APLICAÇÃO MULTIUSO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"111","16","30.16.2197","FITA ADESIVA, MATERIAL PAPEL, TIPO DUPLA FACE, LARGURA 12 MM, COMPRIMENTO 30 M, COR BRANCA, APLICAÇÃO MULTIUSO.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
"112","16","30.16.2198","BASE P/ FITA ADESIVA, MATERIAL PLÁSTICO RESISTENTE, TAMANHO PEQUENO, CARACTERÍSTICAS ADICIONAIS LÂMINA DE CORTE EM AÇO INOX SERRILHADO, COM ROLDANA.",,"2022-03-01 06:11:11","2022-03-01 06:11:11",NULL,"0"
